timestamp,open,high,low,close,volume,open_interest,contract_month,days_to_expiry
2025-01-16 10:30:00,19381.57,19409.12,19381.57,19402.54,657100,11303803,2025-01,14
2025-01-16 10:35:00,19406.27,19408.46,19384.43,19392.2,545281,11659029,2025-01,14
2025-01-16 10:40:00,19391.76,19392.91,19379.5,19385.32,386652,10517179,2025-01,14
2025-01-16 10:45:00,19388.45,19400.13,19363.01,19378.59,409488,12372929,2025-01,14
2025-01-16 10:50:00,19384.57,19385.81,19351.22,19357.1,839229,10926687,2025-01,14
2025-01-16 10:55:00,19355.66,19361.81,19353.01,19358.98,378523,12637640,2025-01,14
2025-01-16 11:00:00,19359.13,19386.79,19352.49,19363.55,360812,11348633,2025-01,14
2025-01-16 11:05:00,19366.53,19374.88,19355.87,19366.01,254514,12354853,2025-01,14
2025-01-16 11:10:00,19360.52,19364.88,19344.39,19359.79,339145,12153268,2025-01,14
2025-01-16 11:15:00,19359.11,19360.26,19331.24,19337.83,787359,11338516,2025-01,14
2025-01-16 11:20:00,19348.19,19349.48,19333.13,19335.72,417317,12000667,2025-01,14
2025-01-16 11:25:00,19327.11,19331.77,19319.27,19325.87,384206,11414436,2025-01,14
2025-01-16 11:30:00,19327.38,19328.6,19305.33,19314.4,562156,11465922,2025-01,14
2025-01-16 11:35:00,19317.11,19330.0,19305.75,19315.48,311821,12030751,2025-01,14
2025-01-16 11:40:00,19311.86,19333.87,19311.86,19317.53,408524,10698067,2025-01,14
2025-01-16 11:45:00,19317.84,19359.27,19317.84,19348.77,975272,11257235,2025-01,14
2025-01-16 11:50:00,19350.11,19371.11,19329.07,19351.52,325280,11865589,2025-01,14
2025-01-16 11:55:00,19349.52,19378.46,19331.74,19354.76,356686,12126946,2025-01,14
2025-01-16 12:00:00,19356.5,19357.68,19343.73,19354.51,277187,11699732,2025-01,14
2025-01-16 12:05:00,19353.83,19354.99,19315.36,19322.96,983152,11208890,2025-01,14
2025-01-16 12:10:00,19320.13,19325.04,19307.84,19321.13,258645,11875540,2025-01,14
2025-01-16 12:15:00,19322.89,19335.98,19312.61,19325.74,276518,11407884,2025-01,14
2025-01-16 12:20:00,19322.51,19375.75,19322.51,19360.9,1207992,12877737,2025-01,14
2025-01-16 12:25:00,19365.05,19381.24,19341.49,19361.09,331318,11706073,2025-01,14
2025-01-16 12:30:00,19361.86,19375.81,19343.32,19366.0,379707,10642532,2025-01,14
2025-01-16 12:35:00,19366.38,19367.5,19358.89,19363.99,261917,11317486,2025-01,14
2025-01-16 12:40:00,19365.35,19366.57,19347.27,19347.8,711602,11079098,2025-01,14
2025-01-16 12:45:00,19343.24,19369.27,19343.24,19364.47,722472,10795022,2025-01,14
2025-01-16 12:50:00,19364.23,19392.18,19364.23,19379.28,571221,10909123,2025-01,14
2025-01-16 12:55:00,19382.94,19410.15,19381.77,19395.89,589033,11499675,2025-01,14
2025-01-16 13:00:00,19390.03,19391.1,19359.12,19374.23,636584,11116578,2025-01,14
2025-01-16 13:05:00,19379.85,19414.14,19379.85,19406.02,859433,11757456,2025-01,14
2025-01-16 13:10:00,19400.73,19401.91,19374.79,19377.24,877656,11759306,2025-01,14
2025-01-16 13:15:00,19377.68,19398.15,19373.51,19388.34,525326,11471951,2025-01,14
2025-01-16 13:20:00,19387.36,19430.72,19387.36,19428.79,1255708,11579185,2025-01,14
2025-01-16 13:25:00,19432.09,19433.28,19406.5,19411.2,734535,12650715,2025-01,14
2025-01-16 13:30:00,19410.61,19415.86,19397.82,19399.39,526051,12474629,2025-01,14
2025-01-16 13:35:00,19401.82,19406.67,19392.74,19402.58,300916,11705675,2025-01,14
2025-01-16 13:40:00,19399.65,19400.81,19380.06,19390.82,479900,11711384,2025-01,14
2025-01-16 13:45:00,19392.0,19393.12,19333.78,19360.23,950280,11897102,2025-01,14
2025-01-16 13:50:00,19363.52,19376.15,19354.5,19364.29,285381,11828903,2025-01,14
2025-01-16 13:55:00,19359.04,19360.18,19324.63,19342.39,727887,11842330,2025-01,14
2025-01-16 14:00:00,19343.47,19364.23,19343.47,19353.8,470790,10693872,2025-01,14
2025-01-16 14:05:00,19350.64,19351.76,19323.0,19333.43,663362,11630556,2025-01,14
2025-01-16 14:10:00,19334.86,19375.85,19334.86,19366.75,960624,12031804,2025-01,14
2025-01-16 14:15:00,19369.54,19370.81,19349.9,19352.7,623715,11477347,2025-01,14
2025-01-16 14:20:00,19344.43,19360.9,19334.0,19343.14,405744,11100145,2025-01,14
2025-01-16 14:25:00,19347.05,19384.74,19347.05,19361.87,639666,11533287,2025-01,14
2025-01-16 14:30:00,19361.27,19362.49,19336.23,19337.2,838794,11639146,2025-01,14
2025-01-16 14:35:00,19331.39,19357.43,19331.39,19340.94,378297,10791569,2025-01,14
2025-01-16 14:40:00,19339.72,19381.47,19339.72,19365.11,901710,11281263,2025-01,14
2025-01-16 14:45:00,19362.3,19363.45,19310.65,19332.84,1085570,12015859,2025-01,14
2025-01-16 14:50:00,19338.47,19350.95,19329.09,19340.18,383616,11831843,2025-01,14
2025-01-16 14:55:00,19337.2,19354.94,19337.06,19344.95,429419,11764798,2025-01,14
2025-01-16 15:00:00,19341.85,19369.94,19341.85,19355.76,712160,12489841,2025-01,14
2025-01-16 15:05:00,19359.35,19360.53,19315.61,19334.83,970730,11687413,2025-01,14
2025-01-16 15:10:00,19331.33,19335.68,19285.49,19307.55,1057665,11684353,2025-01,14
2025-01-16 15:15:00,19312.07,19326.99,19307.89,19320.59,630268,12278980,2025-01,14
2025-01-16 15:20:00,19319.47,19334.6,19318.88,19327.03,500420,11591841,2025-01,14
2025-01-16 15:25:00,19324.51,19337.81,19319.81,19327.26,472795,11884062,2025-01,14
2025-01-16 15:30:00,19334.93,19344.73,19329.66,19336.67,524063,10551152,2025-01,14
2025-01-17 09:15:00,19336.07,19346.84,19316.98,19322.8,697519,11998814,2025-01,13
2025-01-17 09:20:00,19322.7,19350.64,19321.29,19326.39,454889,11496686,2025-01,13
2025-01-17 09:25:00,19327.99,19343.94,19323.07,19334.98,479378,11652631,2025-01,13
2025-01-17 09:30:00,19331.49,19332.49,19306.41,19316.2,678283,12565800,2025-01,13
2025-01-17 09:35:00,19323.2,19356.32,19323.2,19354.15,1253339,11921662,2025-01,13
2025-01-17 09:40:00,19348.02,19370.12,19348.02,19358.53,557351,11935438,2025-01,13
2025-01-17 09:45:00,19358.49,19359.46,19333.33,19334.44,899081,11418162,2025-01,13
2025-01-17 09:50:00,19338.88,19360.38,19338.88,19351.74,625467,11589558,2025-01,13
2025-01-17 09:55:00,19351.51,19352.6,19322.56,19332.87,759335,12495798,2025-01,13
2025-01-17 10:00:00,19331.74,19362.17,19329.29,19348.19,661479,11957126,2025-01,13
2025-01-17 10:05:00,19346.37,19376.15,19346.37,19370.95,825932,12673678,2025-01,13
2025-01-17 10:10:00,19368.36,19369.49,19351.76,19355.35,655304,11191607,2025-01,13
2025-01-17 10:15:00,19351.71,19386.74,19341.71,19371.81,718753,10816642,2025-01,13
2025-01-17 10:20:00,19374.83,19386.55,19373.84,19382.61,454596,11565108,2025-01,13
2025-01-17 10:25:00,19375.71,19395.67,19372.63,19392.66,633211,12267403,2025-01,13
2025-01-17 10:30:00,19394.17,19434.78,19394.17,19432.69,1118792,11842208,2025-01,13
2025-01-17 10:35:00,19432.34,19433.62,19428.22,19430.3,367311,10968332,2025-01,13
2025-01-17 10:40:00,19430.52,19431.63,19407.3,19414.02,597240,11415799,2025-01,13
2025-01-17 10:45:00,19412.54,19427.47,19385.71,19396.43,656624,12051539,2025-01,13
2025-01-17 10:50:00,19390.76,19392.88,19367.71,19379.91,623024,12272590,2025-01,13
2025-01-17 10:55:00,19380.53,19399.24,19376.74,19379.91,283000,11288544,2025-01,13
2025-01-17 11:00:00,19377.08,19391.93,19377.08,19385.11,402686,12466291,2025-01,13
2025-01-17 11:05:00,19386.61,19403.69,19383.06,19392.04,371342,12107977,2025-01,13
2025-01-17 11:10:00,19387.88,19406.3,19387.88,19404.5,598476,11294617,2025-01,13
2025-01-17 11:15:00,19410.52,19411.71,19403.54,19408.93,257972,12786205,2025-01,13
2025-01-17 11:20:00,19405.93,19442.96,19405.93,19432.04,841743,11384222,2025-01,13
2025-01-17 11:25:00,19433.32,19434.52,19427.4,19429.89,360375,11491113,2025-01,13
2025-01-17 11:30:00,19424.2,19482.3,19424.2,19473.54,1381913,12199900,2025-01,13
2025-01-17 11:35:00,19477.0,19503.67,19477.0,19489.29,544813,11542059,2025-01,13
2025-01-17 11:40:00,19484.43,19485.46,19466.67,19467.64,642429,12599519,2025-01,13
2025-01-17 11:45:00,19469.98,19471.12,19431.12,19450.75,741150,12360558,2025-01,13
2025-01-17 11:50:00,19448.42,19470.35,19447.36,19458.75,477863,11937605,2025-01,13
2025-01-17 11:55:00,19457.94,19465.62,19441.33,19455.0,349505,12191216,2025-01,13
2025-01-17 12:00:00,19457.28,19489.6,19449.93,19469.72,568101,11407817,2025-01,13
2025-01-17 12:05:00,19466.27,19497.6,19466.27,19478.73,461130,11490691,2025-01,13
2025-01-17 12:10:00,19477.42,19485.59,19455.83,19477.68,279057,10903288,2025-01,13
2025-01-17 12:15:00,19475.52,19482.42,19458.98,19461.81,600634,11919149,2025-01,13
2025-01-17 12:20:00,19464.34,19465.47,19434.8,19435.21,885706,12971067,2025-01,13
2025-01-17 12:25:00,19435.43,19442.3,19420.56,19425.43,444729,11360110,2025-01,13
2025-01-17 12:30:00,19424.74,19449.6,19424.74,19440.44,623942,10599849,2025-01,13
2025-01-17 12:35:00,19439.23,19452.3,19439.23,19446.14,346076,12123301,2025-01,13
2025-01-17 12:40:00,19440.94,19441.91,19408.61,19419.24,775345,11891128,2025-01,13
2025-01-17 12:45:00,19427.6,19429.12,19427.14,19427.69,328280,12020602,2025-01,13
2025-01-17 12:50:00,19427.51,19441.42,19427.51,19435.6,415476,11496856,2025-01,13
2025-01-17 12:55:00,19434.58,19435.72,19400.58,19419.63,614857,10681839,2025-01,13
2025-01-17 13:00:00,19416.87,19425.2,19413.53,19420.01,317157,11149390,2025-01,13
2025-01-17 13:05:00,19414.71,19435.62,19414.71,19418.26,276113,10570982,2025-01,13
2025-01-17 13:10:00,19421.16,19422.29,19393.71,19404.7,697640,12237889,2025-01,13
2025-01-17 13:15:00,19399.41,19413.27,19397.88,19408.09,398251,12031755,2025-01,13
2025-01-17 13:20:00,19405.8,19430.81,19405.8,19416.72,477237,11526466,2025-01,13
2025-01-17 13:25:00,19421.38,19443.19,19419.45,19439.65,685683,11056142,2025-01,13
2025-01-17 13:30:00,19434.76,19456.18,19434.76,19453.59,686955,11524863,2025-01,13
2025-01-17 13:35:00,19456.26,19457.35,19419.69,19431.36,829856,10694483,2025-01,13
2025-01-17 13:40:00,19438.99,19440.2,19416.0,19417.89,659952,11377373,2025-01,13
2025-01-17 13:45:00,19417.8,19428.3,19403.4,19422.8,481546,13003319,2025-01,13
2025-01-17 13:50:00,19421.53,19445.94,19413.86,19431.64,477917,11813618,2025-01,13
2025-01-17 13:55:00,19436.01,19453.49,19436.01,19444.33,475859,13092895,2025-01,13
2025-01-17 14:00:00,19444.74,19516.91,19444.74,19513.94,1902552,10633696,2025-01,13
2025-01-17 14:05:00,19511.62,19541.34,19511.62,19522.39,544429,11589390,2025-01,13
2025-01-17 14:10:00,19527.33,19558.66,19527.33,19549.86,821184,11061632,2025-01,13
2025-01-17 14:15:00,19550.25,19584.56,19550.25,19572.53,737995,11357903,2025-01,13
2025-01-17 14:20:00,19576.43,19602.76,19573.63,19586.95,588388,11694192,2025-01,13
2025-01-17 14:25:00,19586.15,19617.03,19576.01,19577.16,412913,11434660,2025-01,13
2025-01-17 14:30:00,19580.0,19594.97,19580.0,19594.13,636628,11052875,2025-01,13
2025-01-17 14:35:00,19594.91,19596.05,19561.2,19578.83,644504,11382773,2025-01,13
2025-01-17 14:40:00,19579.82,19587.14,19567.48,19575.15,384662,11133679,2025-01,13
2025-01-17 14:45:00,19572.64,19575.72,19533.64,19563.71,511755,11874259,2025-01,13
2025-01-17 14:50:00,19567.38,19589.77,19563.8,19568.14,324473,12229309,2025-01,13
2025-01-17 14:55:00,19564.0,19611.84,19564.0,19606.33,1426380,12396683,2025-01,13
2025-01-17 15:00:00,19609.32,19610.47,19554.22,19572.25,1321463,11800123,2025-01,13
2025-01-17 15:05:00,19568.06,19587.69,19568.06,19583.21,715034,11675792,2025-01,13
2025-01-17 15:10:00,19580.62,19581.62,19546.73,19548.39,1275425,10811305,2025-01,13
2025-01-17 15:15:00,19556.5,19557.64,19534.95,19543.23,611614,11652006,2025-01,13
2025-01-17 15:20:00,19547.55,19592.51,19540.27,19570.7,1006349,11833756,2025-01,13
2025-01-17 15:25:00,19564.08,19573.88,19530.37,19566.9,368592,11509203,2025-01,13
2025-01-17 15:30:00,19565.69,19566.79,19540.37,19544.39,978415,11015106,2025-01,13
2025-01-20 09:15:00,19535.84,19536.77,19512.08,19524.46,762008,12458939,2025-01,10
2025-01-20 09:20:00,19522.82,19538.21,19521.78,19534.79,740680,11506529,2025-01,10
2025-01-20 09:25:00,19531.92,19544.18,19503.15,19517.81,752901,12530378,2025-01,10
2025-01-20 09:30:00,19522.19,19535.7,19518.67,19527.59,445802,12484009,2025-01,10
2025-01-20 09:35:00,19527.54,19539.17,19503.89,19529.79,338450,10726282,2025-01,10
2025-01-20 09:40:00,19523.26,19533.99,19514.02,19515.18,637395,12502418,2025-01,10
2025-01-20 09:45:00,19519.18,19569.39,19519.18,19554.56,1377074,11882132,2025-01,10
2025-01-20 09:50:00,19552.88,19579.84,19552.88,19565.32,628313,11006865,2025-01,10
2025-01-20 09:55:00,19569.73,19570.57,19524.94,19526.89,1316689,11635776,2025-01,10
2025-01-20 10:00:00,19526.82,19556.16,19526.82,19531.64,376993,12587715,2025-01,10
2025-01-20 10:05:00,19531.95,19532.8,19504.39,19518.22,598397,12002438,2025-01,10
2025-01-20 10:10:00,19519.51,19554.9,19512.67,19535.11,682880,11611885,2025-01,10
2025-01-20 10:15:00,19529.62,19530.28,19510.67,19513.25,638768,12060327,2025-01,10
2025-01-20 10:20:00,19518.61,19526.43,19507.8,19517.72,308814,11915081,2025-01,10
2025-01-20 10:25:00,19510.75,19542.56,19510.75,19524.37,485441,11275867,2025-01,10
2025-01-20 10:30:00,19532.49,19556.48,19532.49,19544.18,638363,11261846,2025-01,10
2025-01-20 10:35:00,19543.43,19544.34,19522.53,19522.98,781305,12125140,2025-01,10
2025-01-20 10:40:00,19527.07,19527.95,19499.55,19515.68,400123,12378287,2025-01,10
2025-01-20 10:45:00,19510.73,19511.51,19503.18,19503.51,457174,11756082,2025-01,10
2025-01-20 10:50:00,19506.8,19507.59,19476.47,19492.25,530306,12145214,2025-01,10
2025-01-20 10:55:00,19494.8,19530.13,19494.8,19526.16,1011634,11531613,2025-01,10
2025-01-20 11:00:00,19529.04,19544.55,19523.21,19535.98,437480,13122850,2025-01,10
2025-01-20 11:05:00,19534.57,19535.48,19492.12,19512.45,809275,11989107,2025-01,10
2025-01-20 11:10:00,19510.05,19532.29,19510.05,19529.17,672455,10899056,2025-01,10
2025-01-20 11:15:00,19525.5,19572.13,19525.5,19568.25,1228120,11382932,2025-01,10
2025-01-20 11:20:00,19572.52,19602.24,19565.73,19594.34,760698,11814714,2025-01,10
2025-01-20 11:25:00,19591.14,19591.99,19546.87,19560.03,997120,12620677,2025-01,10
2025-01-20 11:30:00,19557.85,19558.68,19547.25,19548.93,492601,12391227,2025-01,10
2025-01-20 11:35:00,19546.5,19576.46,19546.5,19575.55,877887,11603708,2025-01,10
2025-01-20 11:40:00,19571.42,19572.18,19538.0,19558.48,601502,11053782,2025-01,10
2025-01-20 11:45:00,19564.26,19576.28,19561.69,19573.19,471800,11861659,2025-01,10
2025-01-20 11:50:00,19568.71,19605.88,19568.71,19586.75,624771,11590252,2025-01,10
2025-01-20 11:55:00,19582.71,19583.52,19564.87,19566.86,689083,11876842,2025-01,10
2025-01-20 12:00:00,19569.16,19579.37,19564.99,19568.37,275620,11960072,2025-01,10
2025-01-20 12:05:00,19563.39,19564.28,19505.21,19505.88,1724345,12160872,2025-01,10
2025-01-20 12:10:00,19500.29,19501.03,19478.18,19478.47,775584,11911223,2025-01,10
2025-01-20 12:15:00,19484.57,19485.52,19478.24,19479.64,377042,10702351,2025-01,10
2025-01-20 12:20:00,19481.48,19482.46,19443.38,19454.9,864211,12153447,2025-01,10
2025-01-20 12:25:00,19450.86,19488.79,19450.86,19485.54,1070987,12258393,2025-01,10
2025-01-20 12:30:00,19482.47,19483.33,19441.05,19454.53,986352,11649009,2025-01,10
2025-01-20 12:35:00,19457.76,19464.99,19442.25,19449.14,478356,11161276,2025-01,10
2025-01-20 12:40:00,19443.03,19452.31,19432.19,19445.12,319530,12319435,2025-01,10
2025-01-20 12:45:00,19446.64,19485.97,19446.64,19476.17,954239,11831594,2025-01,10
2025-01-20 12:50:00,19476.08,19476.96,19441.46,19448.06,963834,11506634,2025-01,10
2025-01-20 12:55:00,19449.5,19476.46,19449.5,19474.51,846186,12065112,2025-01,10
2025-01-20 13:00:00,19473.66,19481.06,19468.28,19472.64,258238,12629311,2025-01,10
2025-01-20 13:05:00,19468.31,19469.1,19439.79,19450.74,725461,11694109,2025-01,10
2025-01-20 13:10:00,19450.19,19473.3,19450.19,19464.65,478334,11844952,2025-01,10
2025-01-20 13:15:00,19465.26,19475.59,19463.97,19466.19,347499,11804904,2025-01,10
2025-01-20 13:20:00,19466.3,19467.14,19448.21,19454.64,522487,11250372,2025-01,10
2025-01-20 13:25:00,19454.93,19462.37,19454.93,19457.95,284227,11943568,2025-01,10
2025-01-20 13:30:00,19457.42,19458.35,19444.91,19452.1,414769,12974882,2025-01,10
2025-01-20 13:35:00,19449.32,19454.58,19435.33,19451.72,300794,10932829,2025-01,10
2025-01-20 13:40:00,19453.84,19484.05,19453.84,19463.85,524463,11860582,2025-01,10
2025-01-20 13:45:00,19461.22,19511.41,19461.22,19492.81,905247,12480762,2025-01,10
2025-01-20 13:50:00,19488.83,19489.66,19456.77,19467.49,786740,11300772,2025-01,10
2025-01-20 13:55:00,19469.87,19509.63,19469.87,19507.52,1208973,12112976,2025-01,10
2025-01-20 14:00:00,19509.03,19509.86,19447.9,19468.07,1190073,12527107,2025-01,10
2025-01-20 14:05:00,19468.01,19489.1,19455.71,19463.82,325693,11093387,2025-01,10
2025-01-20 14:10:00,19463.86,19481.46,19463.86,19475.73,542489,12928157,2025-01,10
2025-01-20 14:15:00,19482.36,19492.64,19474.3,19488.14,391598,11927193,2025-01,10
2025-01-20 14:20:00,19480.37,19481.17,19461.26,19469.84,544612,11739421,2025-01,10
2025-01-20 14:25:00,19470.4,19471.27,19466.01,19468.26,351837,11084592,2025-01,10
2025-01-20 14:30:00,19468.68,19474.7,19450.51,19458.45,482935,11607724,2025-01,10
2025-01-20 14:35:00,19458.96,19459.87,19441.46,19450.01,530572,10950995,2025-01,10
2025-01-20 14:40:00,19448.19,19474.93,19448.19,19463.72,663135,10737939,2025-01,10
2025-01-20 14:45:00,19465.97,19473.79,19465.97,19472.93,446555,12099720,2025-01,10
