timestamp,open,high,low,close,volume,open_interest,contract_month,days_to_expiry,close_adjusted
2025-01-15 12:10:00,19457.23,19458.39,19433.22,19434.59,784652,11645690,2025-01,15,20338.306292281188
2025-01-15 12:15:00,19437.56,19450.81,19437.56,19445.44,346909,11833590,2025-01,15,20349.660821667774
2025-01-15 12:20:00,19440.37,19441.58,19387.49,19404.46,1103115,11466851,2025-01,15,20306.77523509982
2025-01-15 12:25:00,19408.49,19409.76,19372.34,19380.32,867301,11075552,2025-01,15,20281.512715340174
2025-01-15 12:30:00,19381.68,19388.2,19379.74,19384.48,346920,11465964,2025-01,15,20285.86615702203
2025-01-15 12:35:00,19385.26,19403.75,19381.46,19399.37,592699,11153484,2025-01,15,20301.448548041968
2025-01-15 12:40:00,19395.51,19405.38,19395.51,19398.86,331152,11679144,2025-01,15,20300.91483283577
2025-01-15 12:45:00,19400.03,19401.28,19384.52,19399.48,298504,10893661,2025-01,15,20301.56366308644
2025-01-15 12:50:00,19402.28,19405.4,19393.93,19394.83,375559,11505412,2025-01,15,20296.697436206476
2025-01-15 12:55:00,19394.76,19396.02,19367.01,19368.9,861284,12423052,2025-01,15,20269.56168072314
2025-01-15 13:00:00,19367.84,19385.3,19353.91,19357.3,560877,12664477,2025-01,15,20257.42227603333
2025-01-15 13:05:00,19355.02,19366.68,19325.38,19347.85,447710,12051903,2025-01,15,20247.532847212755
2025-01-15 13:10:00,19346.17,19373.9,19346.17,19367.62,704516,12211863,2025-01,15,20268.22216020564
2025-01-15 13:15:00,19364.42,19373.61,19364.42,19371.97,402503,10999163,2025-01,15,20272.77443696432
2025-01-15 13:20:00,19378.17,19379.53,19344.02,19344.93,999492,11168868,2025-01,15,20244.47706603222
2025-01-15 13:25:00,19339.75,19377.94,19339.75,19347.24,399396,11738957,2025-01,15,20246.89448196615
2025-01-15 13:30:00,19345.93,19349.52,19334.85,19341.42,417204,12638079,2025-01,15,20240.80384961315
2025-01-15 13:35:00,19342.31,19343.57,19316.72,19328.78,539458,12365868,2025-01,15,20227.57608450287
2025-01-15 13:40:00,19331.3,19351.0,19331.3,19340.65,515600,10934919,2025-01,15,20239.998044301843
2025-01-15 13:45:00,19339.65,19368.07,19339.65,19360.85,693464,11618387,2025-01,15,20261.137352468577
2025-01-15 13:50:00,19359.11,19376.1,19359.11,19374.01,658842,12009114,2025-01,15,20274.909297789076
2025-01-15 13:55:00,19378.47,19379.78,19360.89,19361.84,618218,12314761,2025-01,15,20262.173387868825
2025-01-15 14:00:00,19359.61,19360.92,19344.98,19355.99,385425,11364240,2025-01,15,20256.0513605037
2025-01-15 14:05:00,19356.6,19372.92,19339.57,19361.0,397262,11431958,2025-01,15,20261.29432752922
2025-01-15 14:10:00,19357.69,19383.08,19357.69,19378.56,668734,11660166,2025-01,15,20279.670874628613
2025-01-15 14:15:00,19373.96,19377.04,19363.65,19367.23,458724,10847160,2025-01,15,20267.814025047966
2025-01-15 14:20:00,19365.72,19376.88,19358.71,19365.65,332380,11446330,2025-01,15,20266.160554409184
2025-01-15 14:25:00,19359.64,19360.79,19331.1,19343.47,720879,11872275,2025-01,15,20242.949175441954
2025-01-15 14:30:00,19347.6,19348.84,19317.53,19325.53,781842,11298723,2025-01,15,20224.174958188923
2025-01-15 14:35:00,19325.18,19349.66,19325.18,19340.98,638805,12523440,2025-01,15,20240.343389435257
2025-01-15 14:40:00,19335.24,19375.48,19335.24,19363.39,906804,11794946,2025-01,15,20263.795463495477
2025-01-15 14:45:00,19364.69,19374.21,19348.54,19365.52,307133,10704218,2025-01,15,20266.024509356623
2025-01-15 14:50:00,19365.09,19390.14,19365.09,19385.81,771629,11179388,2025-01,15,20287.258002559745
2025-01-15 14:55:00,19383.52,19402.79,19381.29,19390.66,474134,10390500,2025-01,15,20292.333529520572
2025-01-15 15:00:00,19394.15,19395.41,19377.64,19378.59,620420,11399281,2025-01,15,20279.702269640744
2025-01-15 15:05:00,19377.17,19394.24,19369.38,19384.2,493483,10957469,2025-01,15,20285.57313690883
2025-01-15 15:10:00,19385.77,19414.83,19385.77,19413.4,1113045,11527279,2025-01,15,20316.130948714213
2025-01-15 15:15:00,19413.08,19414.28,19399.73,19410.06,332925,11375311,2025-01,15,20312.63563736386
2025-01-15 15:20:00,19405.43,19448.28,19405.43,19435.41,1173133,11730476,2025-01,15,20339.164422612714
2025-01-15 15:25:00,19445.2,19446.56,19367.11,19394.15,1830209,12315302,2025-01,15,20295.98581593156
2025-01-15 15:30:00,19391.17,19419.89,19391.17,19410.1,852857,12240854,2025-01,15,20312.677497380035
2025-01-16 09:15:00,19401.66,19433.43,19401.31,19405.07,383816,12548956,2025-01,14,20307.41360034644
2025-01-16 09:20:00,19402.95,19404.61,19375.21,19398.6,500936,11539081,2025-01,14,20300.64274273066
2025-01-16 09:25:00,19400.69,19420.69,19392.37,19403.58,377512,11428926,2025-01,14,20305.854314744043
2025-01-16 09:30:00,19402.26,19403.44,19356.07,19367.12,1403548,11156792,2025-01,14,20267.698910003495
2025-01-16 09:35:00,19368.56,19376.45,19363.33,19364.42,433382,11239193,2025-01,14,20264.8733589119
2025-01-16 09:40:00,19360.46,19380.92,19349.88,19369.01,500429,11845203,2025-01,14,20269.676795767613
2025-01-16 09:45:00,19371.42,19411.78,19371.42,19399.47,1063654,10844549,2025-01,14,20301.553198082394
2025-01-16 09:50:00,19392.53,19393.7,19382.06,19386.84,557336,11384675,2025-01,14,20288.335897976165
2025-01-16 09:55:00,19390.48,19391.73,19364.23,19374.47,685230,10863429,2025-01,14,20275.390687975054
2025-01-16 10:00:00,19373.27,19374.44,19343.86,19362.28,518557,11617585,2025-01,14,20262.633848046713
2025-01-16 10:05:00,19360.66,19397.9,19360.66,19378.09,705589,11005919,2025-01,14,20279.179019438598
2025-01-16 10:10:00,19379.89,19403.81,19374.96,19385.37,421226,10798877,2025-01,14,20286.797542381853
2025-01-16 10:15:00,19384.83,19386.05,19377.01,19377.81,496771,11527825,2025-01,14,20278.88599932539
2025-01-16 10:20:00,19379.64,19390.1,19379.64,19386.63,486087,10701321,2025-01,14,20288.116132891268
2025-01-16 10:25:00,19385.64,19398.34,19382.35,19387.87,299397,11749004,2025-01,14,20289.413793392585
2025-01-16 10:30:00,19381.57,19409.12,19381.57,19402.54,657100,11303803,2025-01,14,20304.76595432358
2025-01-16 10:35:00,19406.27,19408.46,19384.43,19392.2,545281,11659029,2025-01,14,20293.94514014318
2025-01-16 10:40:00,19391.76,19392.91,19379.5,19385.32,386652,10517179,2025-01,14,20286.745217361637
2025-01-16 10:45:00,19388.45,19400.13,19363.01,19378.59,409488,12372929,2025-01,14,20279.702269640744
2025-01-16 10:50:00,19384.57,19385.81,19351.22,19357.1,839229,10926687,2025-01,14,20257.212975952476
2025-01-16 10:55:00,19355.66,19361.81,19353.01,19358.98,378523,12637640,2025-01,14,20259.180396712545
2025-01-16 11:00:00,19359.13,19386.79,19352.49,19363.55,360812,11348633,2025-01,14,20263.96290356017
2025-01-16 11:05:00,19366.53,19374.88,19355.87,19366.01,254514,12354853,2025-01,14,20266.53729455473
2025-01-16 11:10:00,19360.52,19364.88,19344.39,19359.79,339145,12153268,2025-01,14,20260.028062040023
2025-01-16 11:15:00,19359.11,19360.26,19331.24,19337.83,787359,11338516,2025-01,14,20237.046913161736
2025-01-16 11:20:00,19348.19,19349.48,19333.13,19335.72,417317,12000667,2025-01,14,20234.83879730868
2025-01-16 11:25:00,19327.11,19331.77,19319.27,19325.87,384206,11414436,2025-01,14,20224.530768326378
2025-01-16 11:30:00,19327.38,19328.6,19305.33,19314.4,562156,11465922,2025-01,14,20212.52740868913
2025-01-16 11:35:00,19317.11,19330.0,19305.75,19315.48,311821,12030751,2025-01,14,20213.657629125766
2025-01-16 11:40:00,19311.86,19333.87,19311.86,19317.53,408524,10698067,2025-01,14,20215.80295495458
2025-01-16 11:45:00,19317.84,19359.27,19317.84,19348.77,975272,11257235,2025-01,14,20248.495627584703
2025-01-16 11:50:00,19350.11,19371.11,19329.07,19351.52,325280,11865589,2025-01,14,20251.37350369651
2025-01-16 11:55:00,19349.52,19378.46,19331.74,19354.76,356686,12126946,2025-01,14,20254.76416500643
2025-01-16 12:00:00,19356.5,19357.68,19343.73,19354.51,277187,11699732,2025-01,14,20254.50253990535
2025-01-16 12:05:00,19353.83,19354.99,19315.36,19322.96,983152,11208890,2025-01,14,20221.485452149893
2025-01-16 12:10:00,19320.13,19325.04,19307.84,19321.13,258645,11875540,2025-01,14,20219.570356410037
2025-01-16 12:15:00,19322.89,19335.98,19312.61,19325.74,276518,11407884,2025-01,14,20224.39472327383
2025-01-16 12:20:00,19322.51,19375.75,19322.51,19360.9,1207992,12877737,2025-01,14,20261.189677488794
2025-01-16 12:25:00,19365.05,19381.24,19341.49,19361.09,331318,11706073,2025-01,14,20261.38851256561
2025-01-16 12:30:00,19361.86,19375.81,19343.32,19366.0,379707,10642532,2025-01,14,20266.526829550683
2025-01-16 12:35:00,19366.38,19367.5,19358.89,19363.99,261917,11317486,2025-01,14,20264.423363738057
2025-01-16 12:40:00,19365.35,19366.57,19347.27,19347.8,711602,11079098,2025-01,14,20247.480522192545
2025-01-16 12:45:00,19343.24,19369.27,19343.24,19364.47,722472,10795022,2025-01,14,20264.925683932117
2025-01-16 12:50:00,19364.23,19392.18,19364.23,19379.28,571221,10909123,2025-01,14,20280.424354919705
2025-01-16 12:55:00,19382.94,19410.15,19381.77,19395.89,589033,11499675,2025-01,14,20297.806726635023
2025-01-16 13:00:00,19390.03,19391.1,19359.12,19374.23,636584,11116578,2025-01,14,20275.139527878026
2025-01-16 13:05:00,19379.85,19414.14,19379.85,19406.02,859433,11757456,2025-01,14,20308.40777573052
2025-01-16 13:10:00,19400.73,19401.91,19374.79,19377.24,877656,11759306,2025-01,14,20278.28949409494
2025-01-16 13:15:00,19377.68,19398.15,19373.51,19388.34,525326,11471951,2025-01,14,20289.905648582608
2025-01-16 13:20:00,19387.36,19430.72,19387.36,19428.79,1255708,11579185,2025-01,14,20332.236589936292
2025-01-16 13:25:00,19432.09,19433.28,19406.5,19411.2,734535,12650715,2025-01,14,20313.82864782476
2025-01-16 13:30:00,19410.61,19415.86,19397.82,19399.39,526051,12474629,2025-01,14,20301.469478050047
2025-01-16 13:35:00,19401.82,19406.67,19392.74,19402.58,300916,11705675,2025-01,14,20304.807814339747
2025-01-16 13:40:00,19399.65,19400.81,19380.06,19390.82,479900,11711384,2025-01,14,20292.500969585257
2025-01-16 13:45:00,19392.0,19393.12,19333.78,19360.23,950280,11897102,2025-01,14,20260.48852221791
2025-01-16 13:50:00,19363.52,19376.15,19354.5,19364.29,285381,11828903,2025-01,14,20264.737313859343
2025-01-16 13:55:00,19359.04,19360.18,19324.63,19342.39,727887,11842330,2025-01,14,20241.818955005307
2025-01-16 14:00:00,19343.47,19364.23,19343.47,19353.8,470790,10693872,2025-01,14,20253.7595246183
2025-01-16 14:05:00,19350.64,19351.76,19323.0,19333.43,663362,11630556,2025-01,14,20232.44231138285
2025-01-16 14:10:00,19334.86,19375.85,19334.86,19366.75,960624,12031804,2025-01,14,20267.311704853906
2025-01-16 14:15:00,19369.54,19370.81,19349.9,19352.7,623715,11477347,2025-01,14,20252.60837417358
2025-01-16 14:20:00,19344.43,19360.9,19334.0,19343.14,405744,11100145,2025-01,14,20242.603830308533
2025-01-16 14:25:00,19347.05,19384.74,19347.05,19361.87,639666,11533287,2025-01,14,20262.20478288095
2025-01-16 14:30:00,19361.27,19362.49,19336.23,19337.2,838794,11639146,2025-01,14,20236.387617907032
2025-01-16 14:35:00,19331.39,19357.43,19331.39,19340.94,378297,10791569,2025-01,14,20240.30152941909
2025-01-16 14:40:00,19339.72,19381.47,19339.72,19365.11,901710,11281263,2025-01,14,20265.595444190865
2025-01-16 14:45:00,19362.3,19363.45,19310.65,19332.84,1085570,12015859,2025-01,14,20231.824876144314
2025-01-16 14:50:00,19338.47,19350.95,19329.09,19340.18,383616,11831843,2025-01,14,20239.506189111828
2025-01-16 14:55:00,19337.2,19354.94,19337.06,19344.95,429419,11764798,2025-01,14,20244.497996040303
2025-01-16 15:00:00,19341.85,19369.94,19341.85,19355.76,712160,12489841,2025-01,14,20255.81066541072
2025-01-16 15:05:00,19359.35,19360.53,19315.61,19334.83,970730,11687413,2025-01,14,20233.907411948854
2025-01-16 15:10:00,19331.33,19335.68,19285.49,19307.55,1057665,11684353,2025-01,14,20205.358880919724
2025-01-16 15:15:00,19312.07,19326.99,19307.89,19320.59,630268,12278980,2025-01,14,20219.00524619172
2025-01-16 15:20:00,19319.47,19334.6,19318.88,19327.03,500420,11591841,2025-01,14,20225.744708795362
2025-01-16 15:25:00,19324.51,19337.81,19319.81,19327.26,472795,11884062,2025-01,14,20225.985403888346
2025-01-16 15:30:00,19334.93,19344.73,19329.66,19336.67,524063,10551152,2025-01,14,20235.832972692755
2025-01-17 09:15:00,19336.07,19346.84,19316.98,19322.8,697519,11998814,2025-01,13,20221.318012085194
2025-01-17 09:20:00,19322.7,19350.64,19321.29,19326.39,454889,11496686,2025-01,13,20225.074948536618
2025-01-17 09:25:00,19327.99,19343.94,19323.07,19334.98,479378,11652631,2025-01,13,20234.0643870095
2025-01-17 09:30:00,19331.49,19332.49,19306.41,19316.2,678283,12565800,2025-01,13,20214.411109416866
2025-01-17 09:35:00,19323.2,19356.32,19323.2,19354.15,1253339,11921662,2025-01,13,20254.125799759808
2025-01-17 09:40:00,19348.02,19370.12,19348.02,19358.53,557351,11935438,2025-01,13,20258.709471530605
2025-01-17 09:45:00,19358.49,19359.46,19333.33,19334.44,899081,11418162,2025-01,13,20233.499276791175
2025-01-17 09:50:00,19338.88,19360.38,19338.88,19351.74,625467,11589558,2025-01,13,20251.603733785458
2025-01-17 09:55:00,19351.51,19352.6,19322.56,19332.87,759335,12495798,2025-01,13,20231.856271156434
2025-01-17 10:00:00,19331.74,19362.17,19329.29,19348.19,661479,11957126,2025-01,13,20247.888657350217
2025-01-17 10:05:00,19346.37,19376.15,19346.37,19370.95,825932,12673678,2025-01,13,20271.707006551944
2025-01-17 10:10:00,19368.36,19369.49,19351.76,19355.35,655304,11191607,2025-01,13,20255.381600244957
2025-01-17 10:15:00,19351.71,19386.74,19341.71,19371.81,718753,10816642,2025-01,13,20272.606996899634
2025-01-17 10:20:00,19374.83,19386.55,19373.84,19382.61,454596,11565108,2025-01,13,20283.909201266004
2025-01-17 10:25:00,19375.71,19395.67,19372.63,19392.66,633211,12267403,2025-01,13,20294.42653032915
2025-01-17 10:30:00,19394.17,19434.78,19394.17,19432.69,1118792,11842208,2025-01,13,20336.31794151303
2025-01-17 10:35:00,19432.34,19433.62,19428.22,19430.3,367311,10968332,2025-01,13,20333.816805546765
2025-01-17 10:40:00,19430.52,19431.63,19407.3,19414.02,597240,11415799,2025-01,13,20316.77977896487
2025-01-17 10:45:00,19412.54,19427.47,19385.71,19396.43,656624,12051539,2025-01,13,20298.371836853345
2025-01-17 10:50:00,19390.76,19392.88,19367.71,19379.91,623024,12272590,2025-01,13,20281.083650174405
2025-01-17 10:55:00,19380.53,19399.24,19376.74,19379.91,283000,11288544,2025-01,13,20281.083650174405
2025-01-17 11:00:00,19377.08,19391.93,19377.08,19385.11,402686,12466291,2025-01,13,20286.52545227674
2025-01-17 11:05:00,19386.61,19403.69,19383.06,19392.04,371342,12107977,2025-01,13,20293.7777000785
2025-01-17 11:10:00,19387.88,19406.3,19387.88,19404.5,598476,11294617,2025-01,13,20306.817095115995
2025-01-17 11:15:00,19410.52,19411.71,19403.54,19408.93,257972,12786205,2025-01,13,20311.45309190701
2025-01-17 11:20:00,19405.93,19442.96,19405.93,19432.04,841743,11384222,2025-01,13,20335.637716250243
2025-01-17 11:25:00,19433.32,19434.52,19427.4,19429.89,360375,11491113,2025-01,13,20333.387740381007
2025-01-17 11:30:00,19424.2,19482.3,19424.2,19473.54,1381913,12199900,2025-01,13,20379.067483028426
2025-01-17 11:35:00,19477.0,19503.67,19477.0,19489.29,544813,11542059,2025-01,13,20395.54986439605
2025-01-17 11:40:00,19484.43,19485.46,19466.67,19467.64,642429,12599519,2025-01,13,20372.89313064309
2025-01-17 11:45:00,19469.98,19471.12,19431.12,19450.75,741150,12360558,2025-01,13,20355.217738814576
2025-01-17 11:50:00,19448.42,19470.35,19447.36,19458.75,477863,11937605,2025-01,13,20363.58974204892
2025-01-17 11:55:00,19457.94,19465.62,19441.33,19455.0,349505,12191216,2025-01,13,20359.665365532823
2025-01-17 12:00:00,19457.28,19489.6,19449.93,19469.72,568101,11407817,2025-01,13,20375.069851484026
2025-01-17 12:05:00,19466.27,19497.6,19466.27,19478.73,461130,11490691,2025-01,13,20384.49882012671
2025-01-17 12:10:00,19477.42,19485.59,19455.83,19477.68,279057,10903288,2025-01,13,20383.3999947022
2025-01-17 12:15:00,19475.52,19482.42,19458.98,19461.81,600634,11919149,2025-01,13,20366.792033286063
2025-01-17 12:20:00,19464.34,19465.47,19434.8,19435.21,885706,12971067,2025-01,13,20338.95512253185
2025-01-17 12:25:00,19435.43,19442.3,19420.56,19425.43,444729,11360110,2025-01,13,20328.72034857786
2025-01-17 12:30:00,19424.74,19449.6,19424.74,19440.44,623942,10599849,2025-01,13,20344.428319646308
2025-01-17 12:35:00,19439.23,19452.3,19439.23,19446.14,346076,12123301,2025-01,13,20350.39337195078
2025-01-17 12:40:00,19440.94,19441.91,19408.61,19419.24,775345,11891128,2025-01,13,20322.24251107528
2025-01-17 12:45:00,19427.6,19429.12,19427.14,19427.69,328280,12020602,2025-01,13,20331.08543949156
2025-01-17 12:50:00,19427.51,19441.42,19427.51,19435.6,415476,11496856,2025-01,13,20339.363257689525
2025-01-17 12:55:00,19434.58,19435.72,19400.58,19419.63,614857,10681839,2025-01,13,20322.650646232956
2025-01-17 13:00:00,19416.87,19425.2,19413.53,19420.01,317157,11149390,2025-01,13,20323.048316386583
2025-01-17 13:05:00,19414.71,19435.62,19414.71,19418.26,276113,10570982,2025-01,13,20321.21694067907
2025-01-17 13:10:00,19421.16,19422.29,19393.71,19404.7,697640,12237889,2025-01,13,20307.02639519685
2025-01-17 13:15:00,19399.41,19413.27,19397.88,19408.09,398251,12031755,2025-01,13,20310.57403156741
2025-01-17 13:20:00,19405.8,19430.81,19405.8,19416.72,477237,11526466,2025-01,13,20319.605330056464
2025-01-17 13:25:00,19421.38,19443.19,19419.45,19439.65,685683,11056142,2025-01,13,20343.601584326912
2025-01-17 13:30:00,19434.76,19456.18,19434.76,19453.59,686955,11524863,2025-01,13,20358.189799962758
2025-01-17 13:35:00,19456.26,19457.35,19419.69,19431.36,829856,10694483,2025-01,13,20334.92609597532
2025-01-17 13:40:00,19438.99,19440.2,19416.0,19417.89,659952,11377373,2025-01,13,20320.829735529478
2025-01-17 13:45:00,19417.8,19428.3,19403.4,19422.8,481546,13003319,2025-01,13,20325.968052514567
2025-01-17 13:50:00,19421.53,19445.94,19413.86,19431.64,477917,11813618,2025-01,13,20335.219116088512
2025-01-17 13:55:00,19436.01,19453.49,19436.01,19444.33,475859,13092895,2025-01,13,20348.49920621901
2025-01-17 14:00:00,19444.74,19516.91,19444.74,19513.94,1902552,10633696,2025-01,13,20421.34609936188
2025-01-17 14:05:00,19511.62,19541.34,19511.62,19522.39,544429,11589390,2025-01,13,20430.189027778175
2025-01-17 14:10:00,19527.33,19558.66,19527.33,19549.86,821184,11061632,2025-01,13,20458.936393884116
2025-01-17 14:15:00,19550.25,19584.56,19550.25,19572.53,737995,11357903,2025-01,13,20482.660558049447
2025-01-17 14:20:00,19576.43,19602.76,19573.63,19586.95,588388,11694192,2025-01,13,20497.751093879368
2025-01-17 14:25:00,19586.15,19617.03,19576.01,19577.16,412913,11434660,2025-01,13,20487.50585492133
2025-01-17 14:30:00,19580.0,19594.97,19580.0,19594.13,636628,11052875,2025-01,13,20505.2649667822
2025-01-17 14:35:00,19594.91,19596.05,19561.2,19578.83,644504,11382773,2025-01,13,20489.253510596507
2025-01-17 14:40:00,19579.82,19587.14,19567.48,19575.15,384662,11133679,2025-01,13,20485.402389108705
2025-01-17 14:45:00,19572.64,19575.72,19533.64,19563.71,511755,11874259,2025-01,13,20473.430424483584
2025-01-17 14:50:00,19567.38,19589.77,19563.8,19568.14,324473,12229309,2025-01,13,20478.0664212746
2025-01-17 14:55:00,19564.0,19611.84,19564.0,19606.33,1426380,12396683,2025-01,13,20518.03227171458
2025-01-17 15:00:00,19609.32,19610.47,19554.22,19572.25,1321463,11800123,2025-01,13,20482.367537936247
2025-01-17 15:05:00,19568.06,19587.69,19568.06,19583.21,715034,11675792,2025-01,13,20493.837182367308
2025-01-17 15:10:00,19580.62,19581.62,19546.73,19548.39,1275425,10811305,2025-01,13,20457.398038289808
2025-01-17 15:15:00,19556.5,19557.64,19534.95,19543.23,611614,11652006,2025-01,13,20451.99809620365
2025-01-17 15:20:00,19547.55,19592.51,19540.27,19570.7,1006349,11833756,2025-01,13,20480.74546230959
2025-01-17 15:25:00,19564.08,19573.88,19530.37,19566.9,368592,11509203,2025-01,13,20476.768760773284
2025-01-17 15:30:00,19565.69,19566.79,19540.37,19544.39,978415,11015106,2025-01,13,20453.212036672627
2025-01-20 09:15:00,19535.84,19536.77,19512.08,19524.46,762008,12458939,2025-01,10,20432.355283615056
2025-01-20 09:20:00,19522.82,19538.21,19521.78,19534.79,740680,11506529,2025-01,10,20443.165632791406
2025-01-20 09:25:00,19531.92,19544.18,19503.15,19517.81,752901,12530378,2025-01,10,20425.396055926507
2025-01-20 09:30:00,19522.19,19535.7,19518.67,19527.59,445802,12484009,2025-01,10,20435.630829880494
2025-01-20 09:35:00,19527.54,19539.17,19503.89,19529.79,338450,10726282,2025-01,10,20437.933130769943
2025-01-20 09:40:00,19523.26,19533.99,19514.02,19515.18,637395,12502418,2025-01,10,20422.64375986321
2025-01-20 09:45:00,19519.18,19569.39,19519.18,19554.56,1377074,11882132,2025-01,10,20463.854945784293
2025-01-20 09:50:00,19552.88,19579.84,19552.88,19565.32,628313,11006865,2025-01,10,20475.115290134498
2025-01-20 09:55:00,19569.73,19570.57,19524.94,19526.89,1316689,11635776,2025-01,10,20434.898279597495
2025-01-20 10:00:00,19526.82,19556.16,19526.82,19531.64,376993,12587715,2025-01,10,20439.869156517878
2025-01-20 10:05:00,19531.95,19532.8,19504.39,19518.22,598397,12002438,2025-01,10,20425.825121092268
2025-01-20 10:10:00,19519.51,19554.9,19512.67,19535.11,682880,11611885,2025-01,10,20443.500512920793
2025-01-20 10:15:00,19529.62,19530.28,19510.67,19513.25,638768,12060327,2025-01,10,20420.62401408293
2025-01-20 10:20:00,19518.61,19526.43,19507.8,19517.72,308814,11915081,2025-01,10,20425.30187089012
2025-01-20 10:25:00,19510.75,19542.56,19510.75,19524.37,485441,11275867,2025-01,10,20432.261098578674
2025-01-20 10:30:00,19532.49,19556.48,19532.49,19544.18,638363,11261846,2025-01,10,20452.992271587726
2025-01-20 10:35:00,19543.43,19544.34,19522.53,19522.98,781305,12125140,2025-01,10,20430.806463016706
2025-01-20 10:40:00,19527.07,19527.95,19499.55,19515.68,400123,12378287,2025-01,10,20423.167010065357
2025-01-20 10:45:00,19510.73,19511.51,19503.18,19503.51,457174,11756082,2025-01,10,20410.43110014511
2025-01-20 10:50:00,19506.8,19507.59,19476.47,19492.25,530306,12145214,2025-01,10,20398.64750559276
2025-01-20 10:55:00,19494.8,19530.13,19494.8,19526.16,1011634,11531613,2025-01,10,20434.134334302355
2025-01-20 11:00:00,19529.04,19544.55,19523.21,19535.98,437480,13122850,2025-01,10,20444.41096827252
2025-01-20 11:05:00,19534.57,19535.48,19492.12,19512.45,809275,11989107,2025-01,10,20419.786813759492
2025-01-20 11:10:00,19510.05,19532.29,19510.05,19529.17,672455,10899056,2025-01,10,20437.284300519274
