timestamp,strike,option_type,ltp,iv,volume,open_interest,expiry,days_to_expiry,moneyness,strike_offset
2025-01-15 11:15:00,19350,CE,368.79,18.66,91854,291569,2025-01-30,15,ITM,-2
2025-01-15 11:15:00,19350,PE,320.21,20.57,21837,283420,2025-01-30,15,OTM,-2
2025-01-15 11:15:00,19400,CE,258.97,14.71,63616,319002,2025-01-30,15,ITM,-1
2025-01-15 11:15:00,19400,PE,256.52,16.35,36116,381385,2025-01-30,15,OTM,-1
2025-01-15 11:15:00,19450,CE,230.26,14.66,100015,412931,2025-01-30,15,ATM,0
2025-01-15 11:15:00,19450,PE,244.46,14.19,59818,490493,2025-01-30,15,ATM,0
2025-01-15 11:15:00,19500,CE,260.01,16.69,50876,504651,2025-01-30,15,OTM,1
2025-01-15 11:15:00,19500,PE,356.83,18.3,54638,415189,2025-01-30,15,ITM,1
2025-01-15 11:15:00,19550,CE,319.24,20.65,19222,370260,2025-01-30,15,OTM,2
2025-01-15 11:15:00,19550,PE,425.98,19.68,34949,257365,2025-01-30,15,ITM,2
2025-01-15 12:15:00,19300,CE,435.31,21.64,21457,282835,2025-01-30,15,ITM,-2
2025-01-15 12:15:00,19300,PE,292.4,18.88,35939,260191,2025-01-30,15,OTM,-2
2025-01-15 12:15:00,19350,CE,279.06,14.66,41683,274673,2025-01-30,15,ITM,-1
2025-01-15 12:15:00,19350,PE,250.71,16.06,42247,371864,2025-01-30,15,OTM,-1
2025-01-15 12:15:00,19400,CE,244.53,15.53,121094,433728,2025-01-30,15,ATM,0
2025-01-15 12:15:00,19400,PE,235.8,14.99,76105,505993,2025-01-30,15,ATM,0
2025-01-15 12:15:00,19450,CE,230.69,14.78,40069,380597,2025-01-30,15,OTM,1
2025-01-15 12:15:00,19450,PE,315.95,17.05,54941,421799,2025-01-30,15,ITM,1
2025-01-15 12:15:00,19500,CE,283.36,18.29,19054,420417,2025-01-30,15,OTM,2
2025-01-15 12:15:00,19500,PE,366.58,17.22,21841,332415,2025-01-30,15,ITM,2
2025-01-15 13:15:00,19250,CE,288.15,13.38,19221,343450,2025-01-30,15,ITM,-2
2025-01-15 13:15:00,19250,PE,237.55,15.35,24958,207725,2025-01-30,15,OTM,-2
2025-01-15 13:15:00,19300,CE,289.94,16.6,64811,358877,2025-01-30,15,ITM,-1
2025-01-15 13:15:00,19300,PE,274.46,17.59,48552,299802,2025-01-30,15,OTM,-1
2025-01-15 13:15:00,19350,CE,230.46,14.75,110098,496426,2025-01-30,15,ATM,0
2025-01-15 13:15:00,19350,PE,236.13,13.89,52233,352124,2025-01-30,15,ATM,0
2025-01-15 13:15:00,19400,CE,266.59,17.19,32524,349707,2025-01-30,15,OTM,1
2025-01-15 13:15:00,19400,PE,349.44,18.08,42636,455044,2025-01-30,15,ITM,1
2025-01-15 13:15:00,19450,CE,328.96,21.38,21517,217871,2025-01-30,15,OTM,2
2025-01-15 13:15:00,19450,PE,418.29,19.45,22661,256460,2025-01-30,15,ITM,2
2025-01-15 14:15:00,19250,CE,323.54,15.9,19752,258219,2025-01-30,15,ITM,-2
2025-01-15 14:15:00,19250,PE,320.78,20.72,20766,284430,2025-01-30,15,OTM,-2
2025-01-15 14:15:00,19300,CE,294.22,17.1,40791,310172,2025-01-30,15,ITM,-1
2025-01-15 14:15:00,19300,PE,243.51,15.6,60350,417191,2025-01-30,15,OTM,-1
2025-01-15 14:15:00,19350,CE,235.14,15.06,75827,424326,2025-01-30,15,ATM,0
2025-01-15 14:15:00,19350,PE,255.63,14.92,53231,520832,2025-01-30,15,ATM,0
2025-01-15 14:15:00,19400,CE,310.41,20.03,48613,465676,2025-01-30,15,OTM,1
2025-01-15 14:15:00,19400,PE,329.48,16.58,72892,349806,2025-01-30,15,ITM,1
2025-01-15 14:15:00,19450,CE,250.47,16.29,36074,344922,2025-01-30,15,OTM,2
2025-01-15 14:15:00,19450,PE,385.79,17.12,31591,278138,2025-01-30,15,ITM,2
2025-01-15 15:15:00,19250,CE,404.7,18.47,19831,253156,2025-01-30,15,ITM,-2
2025-01-15 15:15:00,19250,PE,277.47,18.0,19317,289020,2025-01-30,15,OTM,-2
2025-01-15 15:15:00,19300,CE,334.28,17.02,37761,379165,2025-01-30,15,ITM,-1
2025-01-15 15:15:00,19300,PE,250.23,16.1,34921,219826,2025-01-30,15,OTM,-1
2025-01-15 15:15:00,19350,CE,252.61,14.86,58160,573072,2025-01-30,15,ATM,0
2025-01-15 15:15:00,19350,PE,264.33,16.88,53647,430381,2025-01-30,15,ATM,0
2025-01-15 15:15:00,19400,CE,311.28,19.91,45552,377896,2025-01-30,15,OTM,1
2025-01-15 15:15:00,19400,PE,307.53,17.74,86138,297505,2025-01-30,15,ITM,1
2025-01-15 15:15:00,19450,CE,255.29,16.46,20229,296160,2025-01-30,15,OTM,2
2025-01-15 15:15:00,19450,PE,392.24,20.12,33927,224673,2025-01-30,15,ITM,2
2025-01-16 09:55:00,19250,CE,334.48,16.84,21683,356897,2025-01-30,14,ITM,-2
2025-01-16 09:55:00,19250,PE,288.56,19.3,22433,365627,2025-01-30,14,OTM,-2
2025-01-16 09:55:00,19300,CE,295.71,17.45,40449,301420,2025-01-30,14,ITM,-1
2025-01-16 09:55:00,19300,PE,267.81,17.77,30964,366847,2025-01-30,14,OTM,-1
2025-01-16 09:55:00,19350,CE,254.34,16.84,55716,528874,2025-01-30,14,ATM,0
2025-01-16 09:55:00,19350,PE,274.23,17.01,67101,506910,2025-01-30,14,ATM,0
2025-01-16 09:55:00,19400,CE,237.79,15.87,61220,380081,2025-01-30,14,OTM,1
2025-01-16 09:55:00,19400,PE,322.24,17.01,40086,352165,2025-01-30,14,ITM,1
2025-01-16 09:55:00,19450,CE,279.56,18.8,30324,265451,2025-01-30,14,OTM,2
2025-01-16 09:55:00,19450,PE,444.06,21.97,28685,339715,2025-01-30,14,ITM,2
2025-01-16 10:55:00,19200,CE,412.96,19.64,18649,359847,2025-01-30,14,ITM,-2
2025-01-16 10:55:00,19200,PE,317.89,21.4,26296,280608,2025-01-30,14,OTM,-2
2025-01-16 10:55:00,19250,CE,315.17,16.3,40716,334745,2025-01-30,14,ITM,-1
2025-01-16 10:55:00,19250,PE,269.15,17.98,34553,377537,2025-01-30,14,OTM,-1
2025-01-16 10:55:00,19300,CE,202.49,12.02,83155,463201,2025-01-30,14,ATM,0
2025-01-16 10:55:00,19300,PE,279.62,18.53,68978,586200,2025-01-30,14,ATM,0
2025-01-16 10:55:00,19350,CE,243.83,16.18,59202,405284,2025-01-30,14,OTM,1
2025-01-16 10:55:00,19350,PE,291.55,17.44,40702,300870,2025-01-30,14,ITM,1
2025-01-16 10:55:00,19400,CE,301.3,20.15,21170,145478,2025-01-30,14,OTM,2
2025-01-16 10:55:00,19400,PE,350.18,18.15,73306,269195,2025-01-30,14,ITM,2
2025-01-16 11:55:00,19200,CE,435.39,21.48,22242,230052,2025-01-30,14,ITM,-2
2025-01-16 11:55:00,19200,PE,287.65,19.35,18692,206031,2025-01-30,14,OTM,-2
2025-01-16 11:55:00,19250,CE,312.41,16.45,38353,408396,2025-01-30,14,ITM,-1
2025-01-16 11:55:00,19250,PE,219.47,14.65,48425,329864,2025-01-30,14,OTM,-1
2025-01-16 11:55:00,19300,CE,207.21,12.66,108782,528673,2025-01-30,14,ATM,0
2025-01-16 11:55:00,19300,PE,210.95,13.98,65642,246222,2025-01-30,14,ATM,0
2025-01-16 11:55:00,19350,CE,269.16,17.88,50909,410231,2025-01-30,14,OTM,1
2025-01-16 11:55:00,19350,PE,274.15,15.96,72990,428297,2025-01-30,14,ITM,1
2025-01-16 11:55:00,19400,CE,285.53,19.12,25912,241339,2025-01-30,14,OTM,2
2025-01-16 11:55:00,19400,PE,417.1,22.31,21956,249283,2025-01-30,14,ITM,2
2025-01-16 12:55:00,19250,CE,371.21,17.84,66428,261261,2025-01-30,14,ITM,-2
2025-01-16 12:55:00,19250,PE,298.11,19.98,19152,393222,2025-01-30,14,OTM,-2
2025-01-16 12:55:00,19300,CE,323.13,17.83,50049,242630,2025-01-30,14,ITM,-1
2025-01-16 12:55:00,19300,PE,268.39,17.85,34882,375990,2025-01-30,14,OTM,-1
2025-01-16 12:55:00,19350,CE,244.07,15.78,51581,580308,2025-01-30,14,ATM,0
2025-01-16 12:55:00,19350,PE,260.77,17.21,50694,544780,2025-01-30,14,ATM,0
2025-01-16 12:55:00,19400,CE,248.89,16.53,47728,245960,2025-01-30,14,OTM,1
2025-01-16 12:55:00,19400,PE,308.65,17.51,38341,222329,2025-01-30,14,ITM,1
2025-01-16 12:55:00,19450,CE,340.96,22.82,29307,288019,2025-01-30,14,OTM,2
2025-01-16 12:55:00,19450,PE,364.99,18.07,21400,208437,2025-01-30,14,ITM,2
2025-01-16 13:55:00,19200,CE,349.33,16.47,18782,201638,2025-01-30,14,ITM,-2
2025-01-16 13:55:00,19200,PE,274.08,18.42,39579,340672,2025-01-30,14,OTM,-2
2025-01-16 13:55:00,19250,CE,324.95,18.05,70054,387420,2025-01-30,14,ITM,-1
2025-01-16 13:55:00,19250,PE,253.57,16.91,34355,333914,2025-01-30,14,OTM,-1
2025-01-16 13:55:00,19300,CE,209.35,13.57,50782,452190,2025-01-30,14,ATM,0
2025-01-16 13:55:00,19300,PE,256.42,16.97,112976,432641,2025-01-30,14,ATM,0
2025-01-16 13:55:00,19350,CE,229.67,15.3,38973,378263,2025-01-30,14,OTM,1
2025-01-16 13:55:00,19350,PE,290.33,16.29,34015,503456,2025-01-30,14,ITM,1
2025-01-16 13:55:00,19400,CE,305.57,20.51,31191,310079,2025-01-30,14,OTM,2
2025-01-16 13:55:00,19400,PE,436.41,22.86,28570,324185,2025-01-30,14,ITM,2
2025-01-16 14:55:00,19200,CE,378.79,18.49,20734,428693,2025-01-30,14,ITM,-2
2025-01-16 14:55:00,19200,PE,307.9,20.69,21015,238054,2025-01-30,14,OTM,-2
2025-01-16 14:55:00,19250,CE,323.46,17.99,65645,346084,2025-01-30,14,ITM,-1
2025-01-16 14:55:00,19250,PE,257.36,17.16,39787,297463,2025-01-30,14,OTM,-1
2025-01-16 14:55:00,19300,CE,266.87,17.41,74835,648919,2025-01-30,14,ATM,0
2025-01-16 14:55:00,19300,PE,220.15,14.57,60492,487781,2025-01-30,14,ATM,0
2025-01-16 14:55:00,19350,CE,234.15,15.6,41653,478190,2025-01-30,14,OTM,1
2025-01-16 14:55:00,19350,PE,296.53,16.67,42683,422292,2025-01-30,14,ITM,1
2025-01-16 14:55:00,19400,CE,271.64,18.23,20884,198000,2025-01-30,14,OTM,2
2025-01-16 14:55:00,19400,PE,445.06,23.41,20184,337673,2025-01-30,14,ITM,2
2025-01-17 09:35:00,19200,CE,379.08,18.44,23611,293947,2025-01-30,13,ITM,-2
2025-01-17 09:35:00,19200,PE,261.39,18.25,24557,251043,2025-01-30,13,OTM,-2
2025-01-17 09:35:00,19250,CE,293.21,15.81,32426,383459,2025-01-30,13,ITM,-1
2025-01-17 09:35:00,19250,PE,230.53,15.97,48220,353277,2025-01-30,13,OTM,-1
2025-01-17 09:35:00,19300,CE,239.39,15.43,72504,555027,2025-01-30,13,ATM,0
2025-01-17 09:35:00,19300,PE,215.1,14.79,50436,556361,2025-01-30,13,ATM,0
2025-01-17 09:35:00,19350,CE,279.06,19.24,38008,318858,2025-01-30,13,OTM,1
2025-01-17 09:35:00,19350,PE,298.89,18.19,71093,451024,2025-01-30,13,ITM,1
2025-01-17 09:35:00,19400,CE,291.99,20.29,31929,120076,2025-01-30,13,OTM,2
2025-01-17 09:35:00,19400,PE,356.46,18.86,43800,288051,2025-01-30,13,ITM,2
2025-01-17 10:35:00,19300,CE,382.87,20.19,21279,290402,2025-01-30,13,ITM,-2
2025-01-17 10:35:00,19300,PE,258.37,17.9,23328,365871,2025-01-30,13,OTM,-2
2025-01-17 10:35:00,19350,CE,276.2,16.14,54471,310460,2025-01-30,13,ITM,-1
2025-01-17 10:35:00,19350,PE,213.78,14.7,55492,418976,2025-01-30,13,OTM,-1
2025-01-17 10:35:00,19400,CE,217.1,14.85,131319,559199,2025-01-30,13,ATM,0
2025-01-17 10:35:00,19400,PE,230.52,15.18,79005,462455,2025-01-30,13,ATM,0
2025-01-17 10:35:00,19450,CE,272.95,18.82,47629,400349,2025-01-30,13,OTM,1
2025-01-17 10:35:00,19450,PE,313.44,17.57,34457,488213,2025-01-30,13,ITM,1
2025-01-17 10:35:00,19500,CE,250.21,17.38,40748,227556,2025-01-30,13,OTM,2
2025-01-17 10:35:00,19500,PE,380.92,18.92,70660,323474,2025-01-30,13,ITM,2
2025-01-17 11:35:00,19350,CE,368.45,18.56,19935,204200,2025-01-30,13,ITM,-2
2025-01-17 11:35:00,19350,PE,278.69,19.28,22238,273644,2025-01-30,13,OTM,-2
2025-01-17 11:35:00,19400,CE,305.46,17.53,33715,368025,2025-01-30,13,ITM,-1
2025-01-17 11:35:00,19400,PE,261.95,17.98,58464,506473,2025-01-30,13,OTM,-1
2025-01-17 11:35:00,19450,CE,294.85,20.08,63043,414278,2025-01-30,13,ATM,0
2025-01-17 11:35:00,19450,PE,242.6,16.52,93226,629645,2025-01-30,13,ATM,0
2025-01-17 11:35:00,19500,CE,210.66,14.46,38467,349456,2025-01-30,13,OTM,1
2025-01-17 11:35:00,19500,PE,306.02,17.58,55797,424810,2025-01-30,13,ITM,1
2025-01-17 11:35:00,19550,CE,304.85,21.08,25342,302880,2025-01-30,13,OTM,2
2025-01-17 11:35:00,19550,PE,375.82,19.08,67622,222796,2025-01-30,13,ITM,2
2025-01-17 12:35:00,19300,CE,362.65,17.6,25440,261277,2025-01-30,13,ITM,-2
2025-01-17 12:35:00,19300,PE,275.1,19.1,23545,306579,2025-01-30,13,OTM,-2
2025-01-17 12:35:00,19350,CE,294.93,16.24,31027,249523,2025-01-30,13,ITM,-1
2025-01-17 12:35:00,19350,PE,234.85,16.18,51254,370457,2025-01-30,13,OTM,-1
2025-01-17 12:35:00,19400,CE,209.05,13.66,72434,517514,2025-01-30,13,ATM,0
2025-01-17 12:35:00,19400,PE,212.61,14.53,55488,647667,2025-01-30,13,ATM,0
2025-01-17 12:35:00,19450,CE,236.94,16.27,42541,409448,2025-01-30,13,OTM,1
2025-01-17 12:35:00,19450,PE,258.64,14.96,33393,291015,2025-01-30,13,ITM,1
2025-01-17 12:35:00,19500,CE,299.7,20.74,18509,292923,2025-01-30,13,OTM,2
2025-01-17 12:35:00,19500,PE,391.7,20.82,28843,244455,2025-01-30,13,ITM,2
2025-01-17 13:35:00,19300,CE,361.57,18.47,39142,219824,2025-01-30,13,ITM,-2
2025-01-17 13:35:00,19300,PE,305.26,21.16,25069,298471,2025-01-30,13,OTM,-2
2025-01-17 13:35:00,19350,CE,284.19,16.45,49577,355088,2025-01-30,13,ITM,-1
2025-01-17 13:35:00,19350,PE,244.48,16.81,35256,350562,2025-01-30,13,OTM,-1
2025-01-17 13:35:00,19400,CE,224.14,15.32,168350,372128,2025-01-30,13,ATM,0
2025-01-17 13:35:00,19400,PE,217.99,14.56,52236,539702,2025-01-30,13,ATM,0
2025-01-17 13:35:00,19450,CE,261.22,17.99,45889,441550,2025-01-30,13,OTM,1
2025-01-17 13:35:00,19450,PE,344.12,19.92,41319,388156,2025-01-30,13,ITM,1
2025-01-17 13:35:00,19500,CE,207.77,14.42,33778,293878,2025-01-30,13,OTM,2
2025-01-17 13:35:00,19500,PE,410.16,21.19,41773,365139,2025-01-30,13,ITM,2
2025-01-17 14:35:00,19450,CE,334.78,16.77,33940,307162,2025-01-30,13,ITM,-2
2025-01-17 14:35:00,19450,PE,271.65,18.67,21251,299290,2025-01-30,13,OTM,-2
2025-01-17 14:35:00,19500,CE,301.94,17.81,35610,384229,2025-01-30,13,ITM,-1
2025-01-17 14:35:00,19500,PE,235.04,16.03,50804,355272,2025-01-30,13,OTM,-1
2025-01-17 14:35:00,19550,CE,208.88,14.18,104134,565454,2025-01-30,13,ATM,0
2025-01-17 14:35:00,19550,PE,191.91,12.4,72308,491622,2025-01-30,13,ATM,0
2025-01-17 14:35:00,19600,CE,203.14,13.9,46478,431679,2025-01-30,13,OTM,1
2025-01-17 14:35:00,19600,PE,324.16,18.13,37426,437539,2025-01-30,13,ITM,1
2025-01-17 14:35:00,19650,CE,290.34,20.02,21466,330837,2025-01-30,13,OTM,2
2025-01-17 14:35:00,19650,PE,397.83,19.9,28780,392302,2025-01-30,13,ITM,2
2025-01-20 09:15:00,19400,CE,349.01,20.07,22208,276105,2025-01-30,10,ITM,-2
2025-01-20 09:15:00,19400,PE,218.4,17.17,24646,221744,2025-01-30,10,OTM,-2
2025-01-20 09:15:00,19450,CE,248.49,15.98,67458,387831,2025-01-30,10,ITM,-1
2025-01-20 09:15:00,19450,PE,217.22,16.94,46793,374410,2025-01-30,10,OTM,-1
2025-01-20 09:15:00,19500,CE,195.36,15.15,57848,459903,2025-01-30,10,ATM,0
2025-01-20 09:15:00,19500,PE,189.3,14.19,50002,585871,2025-01-30,10,ATM,0
2025-01-20 09:15:00,19550,CE,228.35,17.85,36398,261367,2025-01-30,10,OTM,1
2025-01-20 09:15:00,19550,PE,267.51,16.5,55131,343942,2025-01-30,10,ITM,1
2025-01-20 09:15:00,19600,CE,222.12,17.49,26743,252231,2025-01-30,10,OTM,2
2025-01-20 09:15:00,19600,PE,300.97,15.33,24911,350362,2025-01-30,10,ITM,2
2025-01-20 10:15:00,19400,CE,353.95,20.65,20698,215610,2025-01-30,10,ITM,-2
2025-01-20 10:15:00,19400,PE,226.54,17.8,19765,415857,2025-01-30,10,OTM,-2
2025-01-20 10:15:00,19450,CE,267.85,17.67,30825,186278,2025-01-30,10,ITM,-1
2025-01-20 10:15:00,19450,PE,231.95,18.09,34810,434144,2025-01-30,10,OTM,-1
2025-01-20 10:15:00,19500,CE,177.77,13.79,90340,389663,2025-01-30,10,ATM,0
2025-01-20 10:15:00,19500,PE,239.68,17.92,101758,421337,2025-01-30,10,ATM,0
2025-01-20 10:15:00,19550,CE,214.06,16.74,34610,422405,2025-01-30,10,OTM,1
2025-01-20 10:15:00,19550,PE,265.36,16.15,31891,460799,2025-01-30,10,ITM,1
2025-01-20 10:15:00,19600,CE,263.77,20.79,20477,322522,2025-01-30,10,OTM,2
2025-01-20 10:15:00,19600,PE,324.6,17.01,38427,197441,2025-01-30,10,ITM,2
2025-01-20 11:15:00,19450,CE,359.31,20.97,20304,276302,2025-01-30,10,ITM,-2
2025-01-20 11:15:00,19450,PE,237.65,18.63,34136,281658,2025-01-30,10,OTM,-2
2025-01-20 11:15:00,19500,CE,292.8,19.53,73635,288435,2025-01-30,10,ITM,-1
2025-01-20 11:15:00,19500,PE,205.82,16.01,49178,415200,2025-01-30,10,OTM,-1
2025-01-20 11:15:00,19550,CE,220.16,17.04,52278,374532,2025-01-30,10,ATM,0
2025-01-20 11:15:00,19550,PE,204.08,15.16,71083,567497,2025-01-30,10,ATM,0
2025-01-20 11:15:00,19600,CE,237.32,18.51,34444,428991,2025-01-30,10,OTM,1
2025-01-20 11:15:00,19600,PE,287.35,17.87,33439,406905,2025-01-30,10,ITM,1
2025-01-20 11:15:00,19650,CE,274.47,21.57,26508,314466,2025-01-30,10,OTM,2
2025-01-20 11:15:00,19650,PE,323.46,16.91,51852,220690,2025-01-30,10,ITM,2
2025-01-20 12:15:00,19350,CE,327.12,18.04,33769,313688,2025-01-30,10,ITM,-2
2025-01-20 12:15:00,19350,PE,247.74,19.53,33485,267616,2025-01-30,10,OTM,-2
2025-01-20 12:15:00,19400,CE,281.14,18.22,48087,364418,2025-01-30,10,ITM,-1
2025-01-20 12:15:00,19400,PE,190.76,14.93,71316,307223,2025-01-30,10,OTM,-1
2025-01-20 12:15:00,19450,CE,196.88,15.29,60024,378677,2025-01-30,10,ATM,0
2025-01-20 12:15:00,19450,PE,181.24,13.95,138207,508552,2025-01-30,10,ATM,0
2025-01-20 12:15:00,19500,CE,180.07,14.1,38336,221975,2025-01-30,10,OTM,1
2025-01-20 12:15:00,19500,PE,255.59,15.96,57166,348429,2025-01-30,10,ITM,1
2025-01-20 12:15:00,19550,CE,235.05,18.54,20660,183306,2025-01-30,10,OTM,2
2025-01-20 12:15:00,19550,PE,342.96,19.03,20306,255568,2025-01-30,10,ITM,2
2025-01-20 13:15:00,19350,CE,300.82,16.77,26683,237343,2025-01-30,10,ITM,-2
2025-01-20 13:15:00,19350,PE,242.42,19.09,20943,214704,2025-01-30,10,OTM,-2
2025-01-20 13:15:00,19400,CE,264.41,17.7,52670,438364,2025-01-30,10,ITM,-1
2025-01-20 13:15:00,19400,PE,173.13,13.53,65068,503063,2025-01-30,10,OTM,-1
2025-01-20 13:15:00,19450,CE,178.41,13.89,86602,485693,2025-01-30,10,ATM,0
2025-01-20 13:15:00,19450,PE,200.84,14.7,51122,438188,2025-01-30,10,ATM,0
2025-01-20 13:15:00,19500,CE,173.87,13.64,59496,447904,2025-01-30,10,OTM,1
2025-01-20 13:15:00,19500,PE,319.12,20.17,33158,429511,2025-01-30,10,ITM,1
2025-01-20 13:15:00,19550,CE,235.46,18.62,33616,280830,2025-01-30,10,OTM,2
2025-01-20 13:15:00,19550,PE,332.67,17.44,20321,307704,2025-01-30,10,ITM,2
2025-01-20 14:15:00,19350,CE,354.08,19.62,28174,103823,2025-01-30,10,ITM,-2
2025-01-20 14:15:00,19350,PE,239.98,18.94,21208,248027,2025-01-30,10,OTM,-2
2025-01-20 14:15:00,19400,CE,277.87,17.42,39861,385708,2025-01-30,10,ITM,-1
2025-01-20 14:15:00,19400,PE,190.42,14.91,43418,420574,2025-01-30,10,OTM,-1
2025-01-20 14:15:00,19450,CE,178.22,13.43,74438,643984,2025-01-30,10,ATM,0
2025-01-20 14:15:00,19450,PE,181.06,14.07,65218,507587,2025-01-30,10,ATM,0
2025-01-20 14:15:00,19500,CE,201.59,15.76,94451,383567,2025-01-30,10,OTM,1
2025-01-20 14:15:00,19500,PE,243.17,15.52,54676,435173,2025-01-30,10,ITM,1
2025-01-20 14:15:00,19550,CE,222.88,17.56,32713,315116,2025-01-30,10,OTM,2
2025-01-20 14:15:00,19550,PE,341.61,19.46,27329,243148,2025-01-30,10,ITM,2
2025-01-20 15:15:00,19350,CE,356.53,19.25,22341,298158,2025-01-30,10,ITM,-2
2025-01-20 15:15:00,19350,PE,249.45,19.7,19776,275597,2025-01-30,10,OTM,-2
2025-01-20 15:15:00,19400,CE,305.41,19.02,54494,431701,2025-01-30,10,ITM,-1
2025-01-20 15:15:00,19400,PE,224.94,17.63,41154,433152,2025-01-30,10,OTM,-1
2025-01-20 15:15:00,19450,CE,170.75,12.29,112295,454177,2025-01-30,10,ATM,0
2025-01-20 15:15:00,19450,PE,202.95,15.78,67869,458397,2025-01-30,10,ATM,0
2025-01-20 15:15:00,19500,CE,225.81,17.62,43912,320229,2025-01-30,10,OTM,1
2025-01-20 15:15:00,19500,PE,262.61,17.59,40034,309912,2025-01-30,10,ITM,1
2025-01-20 15:15:00,19550,CE,247.15,19.44,23476,235942,2025-01-30,10,OTM,2
2025-01-20 15:15:00,19550,PE,357.61,21.26,18616,308952,2025-01-30,10,ITM,2
2025-01-21 09:55:00,19450,CE,307.54,19.16,33199,239667,2025-01-30,9,ITM,-2
2025-01-21 09:55:00,19450,PE,234.21,19.32,19482,252169,2025-01-30,9,OTM,-2
2025-01-21 09:55:00,19500,CE,252.59,18.61,32071,419688,2025-01-30,9,ITM,-1
2025-01-21 09:55:00,19500,PE,214.73,17.58,36615,409902,2025-01-30,9,OTM,-1
2025-01-21 09:55:00,19550,CE,192.01,15.72,85278,259291,2025-01-30,9,ATM,0
2025-01-21 09:55:00,19550,PE,215.57,15.62,73563,515840,2025-01-30,9,ATM,0
2025-01-21 09:55:00,19600,CE,245.17,20.22,33478,180712,2025-01-30,9,OTM,1
2025-01-21 09:55:00,19600,PE,265.6,15.74,58089,492384,2025-01-30,9,ITM,1
2025-01-21 09:55:00,19650,CE,237.38,19.73,21107,186200,2025-01-30,9,OTM,2
2025-01-21 09:55:00,19650,PE,376.65,20.94,23302,302609,2025-01-30,9,ITM,2
2025-01-21 10:55:00,19500,CE,334.46,20.32,24155,258707,2025-01-30,9,ITM,-2
2025-01-21 10:55:00,19500,PE,216.99,17.88,20391,244295,2025-01-30,9,OTM,-2
2025-01-21 10:55:00,19550,CE,230.11,15.72,48227,341518,2025-01-30,9,ITM,-1
2025-01-21 10:55:00,19550,PE,248.42,20.31,36080,351728,2025-01-30,9,OTM,-1
2025-01-21 10:55:00,19600,CE,206.88,16.85,64682,272081,2025-01-30,9,ATM,0
2025-01-21 10:55:00,19600,PE,211.33,16.21,58541,505057,2025-01-30,9,ATM,0
2025-01-21 10:55:00,19650,CE,176.18,14.46,38345,365945,2025-01-30,9,OTM,1
2025-01-21 10:55:00,19650,PE,262.73,16.45,32482,317503,2025-01-30,9,ITM,1
2025-01-21 10:55:00,19700,CE,220.68,18.25,19974,366188,2025-01-30,9,OTM,2
2025-01-21 10:55:00,19700,PE,343.41,19.12,25536,311734,2025-01-30,9,ITM,2
2025-01-21 11:55:00,19500,CE,278.12,14.6,19813,308936,2025-01-30,9,ITM,-2
2025-01-21 11:55:00,19500,PE,213.8,17.64,32822,140133,2025-01-30,9,OTM,-2
2025-01-21 11:55:00,19550,CE,277.97,18.57,35896,445673,2025-01-30,9,ITM,-1
2025-01-21 11:55:00,19550,PE,213.7,17.49,30843,431855,2025-01-30,9,OTM,-1
2025-01-21 11:55:00,19600,CE,212.63,17.18,99579,603731,2025-01-30,9,ATM,0
2025-01-21 11:55:00,19600,PE,177.67,14.43,50921,585177,2025-01-30,9,ATM,0
2025-01-21 11:55:00,19650,CE,244.81,20.03,38792,279111,2025-01-30,9,OTM,1
